Model x (A),Model y (A),Evap x (A),Evap y (A),Time (sec),Theta (deg),Phi (deg),Model Resolution (A),Evaporation Rate (A/sec),Evaporation Time (sec),Grid space (A),Raycast Length (A)
0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,50.0,2.5,5000.0
3.5035035035035,2.20113839262276,2.9314,14.0482,0.1,2.8255733788191,0.0,,,,,
7.00700700700701,4.40121020223817,5.8629,28.0964,0.2,5.63999551039369,0.0,,,,,
10.5105105105105,6.59914936266205,10.2506,37.9463,0.3,8.43215915635761,0.0,,,,,
14.014014014014,8.79389084110613,18.4437,47.097,0.4,11.1910449224185,0.0,,,,,
17.5175175175175,10.98437115425,23.1016,50.0,0.5,13.9057647468726,0.0,,,,,
21.021021021021,13.1695288835624,26.6135,52.1854,0.6,16.5656048708105,0.0,,,,,
24.5245245245245,15.3483051896216,30.1328,54.3693,0.7,19.1600681204283,0.0,,,,,
28.028028028028,17.5196443251869,33.6505,56.5409,0.8,21.6789153345772,0.0,,,,,
31.5315315315315,19.6824941467705,37.1714,58.7008,0.9,24.1122057740548,0.0,,,,,
35.035035035035,21.8358066244645,40.6919,60.8524,1.0,26.450336353161305,0.0,,,,,
38.5385385385385,23.9785383497736,44.2144,62.9951,1.1,28.684079538691005,0.0,,,,,
42.042042042042,26.1096510412088,47.7394,65.1309,1.2,30.804619766790996,0.0,,,,,
45.5455455455456,28.2281120473972,51.2622,67.2453,1.3,32.8035882339635,0.0,,,,,
49.0490490490491,30.3328948474627,54.7904,69.3495,1.4,34.6730959249105,0.0,,,,,
52.5525525525526,32.4229795484371,58.3204,71.4396,1.5,36.4057647468726,0.0,,,,,
56.0560560560561,34.497353379459,61.8459,73.5072,1.6,37.994756647590705,0.0,,,,,
59.5595595595596,36.5550111825219,65.3753,75.5683,1.7,39.4338006019739,0.0,,,,,
63.0630630630631,38.5949558995329,68.9038,77.6,1.8,40.7172173609709,0.0,,,,,
66.5665665665666,40.6161990554472,72.4329,79.6183,1.9,41.8399418649713,0.0,,,,,
70.0700700700701,42.6177612372435,75.9658,81.6162,2.0,42.7975432332819,0.0,,,,,
73.5735735735736,44.5986725685076,79.4967,83.5903,2.1,43.5862422507884,0.0,,,,,
77.0770770770771,46.5579731793957,83.0293,85.5414,2.2,44.202926282791,0.0,,,,,
80.5805805805806,48.4947136717488,86.5587,87.4705,2.3,44.6451615591515,0.0,,,,,
84.0840840840841,50.4079555791325,90.0881,89.3749,2.4,44.9112027792722,0.0,,,,,
87.5875875875876,52.2967718215802,93.6191,91.2485,2.5,45.0,0.0,,,,,
91.0910910910911,54.160247154819,97.1459,93.1019,2.6,44.9112027792722,0.0,,,,,
94.5945945945946,55.9974786137595,100.6762,94.9274,2.7,44.6451615591515,0.0,,,,,
98.0980980980981,57.8075759500371,104.2056,96.7209,2.8,44.202926282791,0.0,,,,,
101.601601601602,59.5896620633898,107.7313,98.4846,2.9,43.5862422507884,0.0,,,,,
105.105105105105,61.3428734266662,111.2565,100.2189,3.0,42.7975432332819,0.0,,,,,
108.608608608609,63.0663605042557,114.7805,101.9206,3.1,41.8399418649713,0.0,,,,,
112.112112112112,64.7592881637394,118.3013,103.5884,3.2,40.7172173609709,0.0,,,,,
115.615615615616,66.4208360805614,121.8219,105.2259,3.3,39.4338006019738,0.0,,,,,
119.119119119119,68.0501991355253,125.3415,106.8296,3.4,37.994756647590705,0.0,,,,,
122.622622622623,69.6465878049222,128.8577,108.4018,3.5,36.4057647468726,0.0,,,,,
126.126126126126,71.2092285431025,132.3643,109.9281,3.6,34.6730959249105,0.0,,,,,
129.62962962963,72.7373641573049,135.872,111.4251,3.7,32.8035882339635,0.0,,,,,
133.133133133133,74.2302541745609,139.3776,112.883,3.8,30.804619766790996,0.0,,,,,
136.636636636637,75.6871752004992,142.8768,114.3015,3.9,28.684079538691005,0.0,,,,,
140.14014014014,77.1074212698725,146.3771,115.6794,4.0,26.450336353161305,0.0,,,,,
143.643643643644,78.4903041886405,149.8664,117.0199,4.1,24.1122057740548,0.0,,,,,
147.147147147147,79.8351538674406,153.3561,118.3222,4.2,21.6789153345772,0.0,,,,,
150.650650650651,81.1413186462866,156.8399,119.5825,4.3,19.1600681204283,0.0,,,,,
154.154154154154,82.4081656103364,160.3181,120.7999,4.4,16.5656048708105,0.0,,,,,
157.657657657658,83.6350808965776,163.7905,121.981,4.5,13.9057647468726,0.0,,,,,
161.161161161161,84.8214699912802,167.2583,123.1096,4.6,11.1910449224184,0.0,,,,,
164.664664664665,85.9667580180745,170.7199,124.2036,4.7,8.4321591563576,0.0,,,,,
168.168168168168,87.0703900165128,174.1777,125.2468,4.8,5.63999551039368,0.0,,,,,
171.671671671672,88.1318312109807,177.6302,126.2531,4.9,2.82557337881909,0.0,,,,,
175.175175175175,89.1505672698284,181.0765,127.2108,5.0,0.0,0.0,,,,,
178.678678678679,90.1261045545945,184.5116,128.127,5.1,-2.82557337881914,0.0,,,,,
182.182182182182,91.0579703592036,187.9459,128.9937,5.2,-5.6399955103937,0.0,,,,,
185.685685685686,91.9457131390205,191.3763,129.8218,5.3,-8.43215915635762,0.0,,,,,
189.189189189189,92.7889027296509,194.7966,130.6017,5.4,-11.1910449224185,0.0,,,,,
192.692692692693,93.5871305553812,198.2084,131.3347,5.5,-13.9057647468726,0.0,,,,,
196.196196196196,94.3400098271581,201.619,132.0206,5.6,-16.5656048708105,0.0,,,,,
199.6996996997,95.0471757300112,205.023,132.6605,5.7,-19.1600681204283,0.0,,,,,
203.203203203203,95.7082855998271,208.4218,133.256,5.8,-21.6789153345772,0.0,,,,,
206.706706706707,96.3230190893913,211.8199,133.8083,5.9,-24.1122057740549,0.0,,,,,
210.21021021021,96.891078323615,215.2073,134.3133,6.0,-26.450336353161305,0.0,,,,,
213.713713713714,97.4121880438736,218.5934,134.7722,6.1,-28.6840795386911,0.0,,,,,
217.217217217217,97.8860957413862,221.9671,135.1822,6.2,-30.804619766790996,0.0,,,,,
220.720720720721,98.3125717795704,225.3435,135.5446,6.3,-32.8035882339635,0.0,,,,,
224.224224224224,98.691409505316,228.7197,135.8651,6.4,-34.6730959249105,0.0,,,,,
227.727727727728,99.0224253491199,232.0874,136.1402,6.5,-36.4057647468726,0.0,,,,,
231.231231231231,99.3054589140368,235.4537,136.3656,6.6,-37.994756647590705,0.0,,,,,
234.734734734735,99.5403730534013,238.8175,136.5457,6.7,-39.4338006019739,0.0,,,,,
238.238238238238,99.7270539372833,242.1784,136.6797,6.8,-40.7172173609709,0.0,,,,,
241.741741741742,99.8654111076456,245.5336,136.7645,6.9,-41.8399418649713,0.0,,,,,
245.245245245245,99.9553775221764,248.8949,136.8041,7.0,-42.7975432332819,0.0,,,,,
248.748748748749,99.9969095867747,252.2554,136.7991,7.1,-43.5862422507884,0.0,,,,,
252.252252252252,99.9899871766749,255.6138,136.7455,7.2,-44.202926282791,0.0,,,,,
255.755755755756,99.9346136461981,258.9739,136.6451,7.3,-44.6451615591515,0.0,,,,,
259.259259259259,99.8308158271268,262.3345,136.4996,7.4,-44.9112027792722,0.0,,,,,
262.762762762763,99.6786440157034,265.7019,136.3044,7.5,-45.0,0.0,,,,,
266.266266266266,99.4781719482585,269.0688,136.0655,7.6,-44.9112027792722,0.0,,,,,
269.76976976977,99.2294967654814,272.44,135.7829,7.7,-44.6451615591515,0.0,,,,,
