Model x (A),Model y (A),Evap x (A),Evap y (A),Time (sec),Theta (deg),Phi (deg),Settings Name,Settings Val
,,10000.1511349275,20905.5507543945,,,,,
,,10000.1511349275,20805.5507543945,,,,,
,,10000.1511349275,20705.5507543945,,,,,
,,10000.1511349275,20605.5507543945,,,,,
,,10000.1511349275,20505.5507543945,,,,,
,,10000.1511349275,20405.5507543945,,,,,
,,10000.1511349275,20305.5507543945,,,,,
,,10000.1511349275,20205.5507543945,,,,,
,,10000.1511349275,20105.5507543945,,,,,
,,10000.1511349275,20005.5507543945,,,,,
,,10000.1511349275,19905.5507543945,,,,,
,,10000.1511349275,19805.5507543945,,,,,
,,10000.1511349275,19705.5507543945,,,,,
,,10000.1511349275,19605.5507543945,,,,,
,,10000.1511349275,19505.5507543945,,,,,
,,10000.1511349275,19405.5507543945,,,,,
,,10000.1511349275,19305.5507543945,,,,,
,,10000.1511349275,19205.5507543945,,,,,
,,10000.1511349275,19105.5507543945,,,,,
,,10000.1511349275,19005.5507543945,,,,,
,,10000.1511349275,18905.5507543945,,,,,
,,10000.1511349275,18805.5507543945,,,,,
,,10000.1511349275,18705.5507543945,,,,,
,,10000.1511349275,18605.5507543945,,,,,
,,10000.1511349275,18505.5507543945,,,,,
,,10000.1511349275,18405.5507543945,,,,,
,,10000.1511349275,18305.5507543945,,,,,
,,10000.1511349275,18205.5507543945,,,,,
,,10000.1511349275,18105.5507543945,,,,,
,,10000.1511349275,18005.6593997598,,,,,
,,10000.150554752,17905.6055885267,,,,,
,,10000.1511349339,17807.3697206118,,,,,
,,10000.1456723536,17707.2089621788,,,,,
,,10000.1511352415,17608.0464598283,,,,,
,,10000.1451222744,17507.8741254829,,,,,
,,10000.1511353444,17408.3929783196,,,,,
,,10000.1451223106,17308.2195322153,,,,,
,,10000.1511353665,17208.7372878993,,,,,
,,10000.1453096018,17108.5663407723,,,,,
,,10000.1511353399,17009.239506756,,,,,
,,10000.1459131465,16909.0772950815,,,,,
,,10000.151135292,16809.5572838816,,,,,
,,10000.1464940881,16709.4040330995,,,,,
,,10000.1511351949,16609.9960219477,,,,,
,,10000.1475433642,16509.860489057,,,,,
,,10000.1511349642,16410.9059595127,,,,,
,,10000.1505547589,16310.846960822,,,,,
,,10000.151134944,16210.8992900358,,,,,
,,10000.1497270922,16110.5950594095,,,,,
,,10000.1511350084,16010.6762561552,,,,,
,,10000.147918951,15910.0012134981,,,,,
,,10000.151135105,15810.1286229389,,,,,
,,10000.1454701303,15707.3705118406,,,,,
,,10000.1511350356,15607.543039126,,,,,
,,10000.1479188273,15506.2323343712,,,,,
,,10000.1511349578,15406.3604751674,,,,,
,,10000.1490411812,15305.9255807844,,,,,
,,10000.1511349299,15206.028962484,,,,,
,,10000.150554752,15105.6055871722,,,,,
,,10000.1511355589,15005.5508704882,,,,,
,,9900.0,15000.0,,,,,
,,9800.0,15000.0,,,,,
,,9700.0,15000.0,,,,,
,,9600.0,15000.0,,,,,
,,9500.0,15000.0,,,,,
,,9400.0,15000.0,,,,,
,,9300.0,15000.0,,,,,
,,9200.0,15000.0,,,,,
,,9100.0,15000.0,,,,,
,,9000.0,15000.0,,,,,
,,8900.0,15000.0,,,,,
,,8800.0,15000.0,,,,,
,,8700.0,15000.0,,,,,
,,8600.0,15000.0,,,,,
,,8500.0,15000.0,,,,,
,,8400.0,15000.0,,,,,
,,8300.0,15000.0,,,,,
,,8200.0,15000.0,,,,,
,,8100.0,15000.0,,,,,
,,8000.0,15000.0,,,,,
,,7900.0,15000.0,,,,,
,,7800.0,15000.0,,,,,
,,7700.0,15000.0,,,,,
,,7600.0,15000.0,,,,,
,,7500.0,15000.0,,,,,
,,7500.0,14900.0,,,,,
,,7500.0,14800.0,,,,,
,,7500.0,14700.0,,,,,
,,7500.0,14600.0,,,,,
,,7500.0,14500.0,,,,,
,,7500.0,14400.0,,,,,
,,7500.0,14300.0,,,,,
,,7500.0,14200.0,,,,,
,,7500.0,14100.0,,,,,
,,7500.0,14000.0,,,,,
,,7500.0,13900.0,,,,,
,,7500.0,13800.0,,,,,
,,7500.0,13700.0,,,,,
,,7500.0,13600.0,,,,,
,,7500.0,13500.0,,,,,
,,7500.0,13400.0,,,,,
,,7500.0,13300.0,,,,,
,,7500.0,13200.0,,,,,
,,7500.0,13100.0,,,,,
,,7500.0,13000.0,,,,,
,,7500.0,12900.0,,,,,
,,7500.0,12800.0,,,,,
,,7500.0,12700.0,,,,,
,,7500.0,12600.0,,,,,
,,7500.0,12500.0,,,,,
,,7500.0,12400.0,,,,,
,,7500.0,12300.0,,,,,
,,7500.0,12200.0,,,,,
,,7500.0,12100.0,,,,,
,,7500.0,12000.0,,,,,
,,7500.0,11900.0,,,,,
,,7500.0,11800.0,,,,,
,,7500.0,11700.0,,,,,
,,7500.0,11600.0,,,,,
,,7500.0,11500.0,,,,,
,,7500.0,11400.0,,,,,
,,7500.0,11300.0,,,,,
,,7500.0,11200.0,,,,,
,,7500.0,11100.0,,,,,
,,7500.0,11000.0,,,,,
,,7500.0,10900.0,,,,,
,,7500.0,10800.0,,,,,
,,7500.0,10700.0,,,,,
,,7500.0,10600.0,,,,,
,,7500.0,10500.0,,,,,
,,7500.0,10400.0,,,,,
,,7500.0,10300.0,,,,,
,,7500.0,10200.0,,,,,
,,7500.0,10100.0,,,,,
,,7500.0,10000.0,,,,,
,,7500.0,9900.0,,,,,
,,7500.0,9800.0,,,,,
,,7500.0,9700.0,,,,,
,,7500.0,9600.0,,,,,
,,7500.0,9500.0,,,,,
,,7500.0,9400.0,,,,,
,,7500.0,9300.0,,,,,
,,7500.0,9200.0,,,,,
,,7500.0,9100.0,,,,,
,,7500.0,9000.0,,,,,
,,7500.0,8900.0,,,,,
,,7500.0,8800.0,,,,,
,,7500.0,8700.0,,,,,
,,7500.0,8600.0,,,,,
,,7500.0,8500.0,,,,,
,,7500.0,8400.0,,,,,
,,7500.0,8300.0,,,,,
,,7500.0,8200.0,,,,,
,,7500.0,8100.0,,,,,
,,7500.0,8000.0,,,,,
,,7500.0,7900.0,,,,,
,,7500.0,7800.0,,,,,
,,7500.0,7700.0,,,,,
,,7500.0,7600.0,,,,,
,,7500.0,7500.0,,,,,
,,7500.0,7400.0,,,,,
,,7500.0,7300.0,,,,,
,,7500.0,7200.0,,,,,
,,7500.0,7100.0,,,,,
,,7500.0,7000.0,,,,,
,,7500.0,6900.0,,,,,
,,7500.0,6800.0,,,,,
,,7500.0,6700.0,,,,,
,,7500.0,6600.0,,,,,
,,7500.0,6500.0,,,,,
,,7500.0,6400.0,,,,,
,,7500.0,6300.0,,,,,
,,7500.0,6200.0,,,,,
,,7500.0,6100.0,,,,,
,,7500.0,6000.0,,,,,
,,7500.0,5900.0,,,,,
,,7500.0,5800.0,,,,,
,,7500.0,5700.0,,,,,
,,7500.0,5600.0,,,,,
,,7500.0,5500.0,,,,,
,,7500.0,5400.0,,,,,
,,7500.0,5300.0,,,,,
,,7500.0,5200.0,,,,,
,,7500.0,5100.0,,,,,
,,7500.0,5000.0,,,,,
,,7500.0,4900.0,,,,,
,,7500.0,4800.0,,,,,
,,7500.0,4700.0,,,,,
,,7500.0,4600.0,,,,,
,,7500.0,4500.0,,,,,
,,7500.0,4400.0,,,,,
,,7500.0,4300.0,,,,,
,,7500.0,4200.0,,,,,
,,7500.0,4100.0,,,,,
,,7500.0,4000.0,,,,,
,,7500.0,3900.0,,,,,
,,7500.0,3800.0,,,,,
,,7500.0,3700.0,,,,,
,,7500.0,3600.0,,,,,
,,7500.0,3500.0,,,,,
,,7500.0,3400.0,,,,,
,,7500.0,3300.0,,,,,
,,7500.0,3200.0,,,,,
,,7500.0,3100.0,,,,,
,,7500.0,3000.0,,,,,
,,7500.0,2900.0,,,,,
,,7500.0,2800.0,,,,,
,,7500.0,2700.0,,,,,
,,7500.0,2600.0,,,,,
,,7500.0,2500.0,,,,,
,,7500.0,2400.0,,,,,
,,7500.0,2300.0,,,,,
,,7500.0,2200.0,,,,,
,,7500.0,2100.0,,,,,
,,7500.0,2000.0,,,,,
,,7500.0,1900.0,,,,,
,,7500.0,1800.0,,,,,
,,7500.0,1700.0,,,,,
,,7500.0,1600.0,,,,,
,,7500.0,1500.0,,,,,
,,7500.0,1400.0,,,,,
,,7500.0,1300.0,,,,,
,,7500.0,1200.0,,,,,
,,7500.0,1100.0,,,,,
,,7500.0,1000.0,,,,,
,,7500.0,900.0,,,,,
,,7500.0,800.0,,,,,
,,7500.0,700.0,,,,,
,,7500.0,600.0,,,,,
,,7500.0,500.0,,,,,
,,7500.0,400.0,,,,,
,,7500.0,300.0,,,,,
,,7500.0,200.0,,,,,
,,7500.0,100.0,,,,,
,,7500.0,0.0,,,,,
,,7600.0,0.0,,,,,
,,7700.0,0.0,,,,,
,,7800.0,0.0,,,,,
,,7900.0,0.0,,,,,
,,8000.0,0.0,,,,,
,,8100.0,0.0,,,,,
,,8200.0,0.0,,,,,
,,8300.0,0.0,,,,,
,,8400.0,0.0,,,,,
,,8500.0,0.0,,,,,
,,8600.0,0.0,,,,,
,,8700.0,0.0,,,,,
,,8800.0,0.0,,,,,
,,8900.0,0.0,,,,,
,,9000.0,0.0,,,,,
,,9100.0,0.0,,,,,
,,9200.0,0.0,,,,,
,,9300.0,0.0,,,,,
,,9400.0,0.0,,,,,
,,9501.4380242765,42.0898993793,,,,,
,,9615.5596699112,114.3825366373,,,,,
,,9726.8444135225,160.7482435379,,,,,
,,9832.3296126083,191.0895405156,,,,,
,,9937.549354783,226.3806311649,,,,,
,,10032.8207160458,250.6260656273,,,,,
,,10117.254977167,264.7277694347,,,,,
,,10206.1502922873,284.857607483,,,,,
,,10307.389139121,294.9008426897,,,,,
,,10408.7274249933,315.0389799671,,,,,
,,10508.8633521655,335.0909155223,,,,,
,,10609.9558403339,345.1362376139,,,,,
,,10712.1317245839,365.4968657054,,,,,
,,10815.3984180909,385.8900063655,,,,,
,,10920.9130301106,416.8579981206,,,,,
,,11027.1838339288,458.1914332145,,,,,
,,11118.110563813,499.6977214476,,,,,
,,11200.0000000002,499.6977214476,,,,,
,,11300.0000000002,499.6977214476,,,,,
,,11400.0000000002,499.6977214476,,,,,
,,11500.0000000002,499.6977214476,,,,,
,,11600.0000000002,499.6977214476,,,,,
,,11700.0000000002,499.6977214476,,,,,
,,11800.0000000002,499.6977214476,,,,,
,,11900.0000000002,499.6977214476,,,,,
,,12000.0000000002,499.6977214476,,,,,
,,12100.0000000002,499.6977214476,,,,,
,,12200.0000000002,499.6977214476,,,,,
,,12300.0000000002,499.6977214476,,,,,
,,12400.0000000002,499.6977214476,,,,,
,,12500.0000000002,499.6977214476,,,,,
,,12600.0000000002,499.6977214476,,,,,
,,12700.0000000002,499.6977214476,,,,,
,,12800.0000000002,499.6977214476,,,,,
,,12900.0000000002,499.6977214476,,,,,
,,13000.0000000002,499.6977214476,,,,,
,,13100.0000000002,499.6977214476,,,,,
,,13200.0000000002,499.6977214476,,,,,
,,13300.0000000002,499.6977214476,,,,,
,,13400.0000000002,499.6977214476,,,,,
,,13500.0000000002,499.6977214476,,,,,
,,13600.0000000002,499.6977214476,,,,,
,,13700.0000000002,499.6977214476,,,,,
,,13800.0000000002,499.6977214476,,,,,
,,13900.0000000002,499.6977214476,,,,,
,,14000.0000000002,499.6977214476,,,,,
,,14100.0,499.6977214476,,,,,
,,14200.0,499.6977214476,,,,,
,,14300.0,499.6977214476,,,,,
,,14400.0,499.6977214476,,,,,
,,14500.0,499.6977214476,,,,,
,,14600.0,499.6977214476,,,,,
,,14700.0,499.6977214476,,,,,
,,14800.0,499.6977214476,,,,,
,,14900.0,499.6977214476,,,,,
,,15000.0,499.6977214476,,,,,
,,15100.0,499.6977214476,,,,,
,,15200.0,499.6977214476,,,,,
,,15300.0,499.6977214476,,,,,
,,15400.0,499.6977214476,,,,,
,,15500.0,499.6977214476,,,,,
,,15600.0,499.6977214476,,,,,
,,15700.0,499.6977214476,,,,,
,,15800.0,499.6977214476,,,,,
,,15900.0,499.6977214476,,,,,
,,16000.0,499.6977214476,,,,,
,,16100.0,499.6977214476,,,,,
,,16200.0,499.6977214476,,,,,
,,16300.0,499.6977214476,,,,,
,,16400.0,499.6977214476,,,,,
,,16500.0,499.6977214476,,,,,
,,16600.0,499.6977214476,,,,,
,,16700.0,499.6977214476,,,,,
,,16800.0,499.6977214476,,,,,
,,16900.0,499.6977214476,,,,,
,,17000.0,499.6977214476,,,,,
,,17100.0,499.6977214476,,,,,
,,17200.0,499.6977214476,,,,,
,,17300.0,499.6977214476,,,,,
,,17400.0,499.6977214476,,,,,
,,17500.0,499.6977214476,,,,,
,,17600.0,499.6977214476,,,,,
,,17700.0,499.6977214476,,,,,
,,17800.0,499.6977214476,,,,,
,,17900.0,499.6977214476,,,,,
,,18000.0,499.6977214476,,,,,
,,18100.0,499.6977214476,,,,,
,,18200.0,499.6977214476,,,,,
,,18300.0,499.6977214476,,,,,
,,18400.0,499.6977214476,,,,,
,,18500.0,499.6977214476,,,,,
,,18600.0,499.6977214476,,,,,
,,18700.0,499.6977214476,,,,,
,,18800.0,499.6977214476,,,,,
,,18827.977060468,499.6977214476,,,,,
,,18887.3498779404,472.59518209,,,,,
,,19003.2293878684,427.5244944669,,,,,
,,19124.043233413,392.0662569666,,,,,
,,19236.2218956492,369.9131777859,,,,,
,,19337.3269051331,349.7659433244,,,,,
,,19449.9137539121,327.3550090257,,,,,
,,19550.9759361623,317.3188255404,,,,,
,,19651.4345806122,297.2200766903,,,,,
,,19752.7718073327,287.1683124692,,,,,
,,19843.6843748246,269.0061045751,,,,,
,,19952.4496695608,247.456843366,,,,,
,,20062.6764216682,226.3619472127,,,,,
,,20167.6660243325,191.0898828168,,,,,
,,20273.155658174,160.7482405246,,,,,
,,20384.4403293586,114.3825361555,,,,,
,,20498.5619757217,42.0898994311,,,,,
,,20600.0,0.0,,,,,
,,20700.0,0.0,,,,,
,,20800.0,0.0,,,,,
,,20900.0,0.0,,,,,
,,21000.0,0.0,,,,,
,,21100.0,0.0,,,,,
,,21200.0,0.0,,,,,
,,21300.0,0.0,,,,,
,,21400.0,0.0,,,,,
,,21500.0,0.0,,,,,
,,21600.0,0.0,,,,,
,,21700.0,0.0,,,,,
,,21800.0,0.0,,,,,
,,21900.0,0.0,,,,,
,,22000.0,0.0,,,,,
,,22100.0,0.0,,,,,
,,22200.0,0.0,,,,,
,,22300.0,0.0,,,,,
,,22400.0,0.0,,,,,
,,22500.0,0.0,,,,,
,,22500.0,100.0,,,,,
,,22500.0,200.0,,,,,
,,22500.0,300.0,,,,,
,,22500.0,400.0,,,,,
,,22500.0,500.0,,,,,
,,22500.0,600.0,,,,,
,,22500.0,700.0,,,,,
,,22500.0,800.0,,,,,
,,22500.0,900.0,,,,,
,,22500.0,1000.0,,,,,
,,22500.0,1100.0,,,,,
,,22500.0,1200.0,,,,,
,,22500.0,1300.0,,,,,
,,22500.0,1400.0,,,,,
,,22500.0,1500.0,,,,,
,,22500.0,1600.0,,,,,
,,22500.0,1700.0,,,,,
,,22500.0,1800.0,,,,,
,,22500.0,1900.0,,,,,
,,22500.0,2000.0,,,,,
,,22500.0,2100.0,,,,,
,,22500.0,2200.0,,,,,
,,22500.0,2300.0,,,,,
,,22500.0,2400.0,,,,,
,,22500.0,2500.0,,,,,
,,22500.0,2600.0,,,,,
,,22500.0,2700.0,,,,,
,,22500.0,2800.0,,,,,
,,22500.0,2900.0,,,,,
,,22500.0,3000.0,,,,,
,,22500.0,3100.0,,,,,
,,22500.0,3200.0,,,,,
,,22500.0,3300.0,,,,,
,,22500.0,3400.0,,,,,
,,22500.0,3500.0,,,,,
,,22500.0,3600.0,,,,,
,,22500.0,3700.0,,,,,
