Model x (A),Model y (A),Evap x (A),Evap y (A),Time (sec),Theta (deg),Phi (deg),Model Resolution (A),Evaporation Rate (A/sec),Evaporation Time (sec),Grid space (A),Raycast Length (A)
,,866.0,453.9,,,,,,,,
,,866.0,443.9,,,,,,,,
,,866.0,433.9,,,,,,,,
,,866.0,423.9,,,,,,,,
,,866.0,413.9,,,,,,,,
,,866.0,403.9,,,,,,,,
,,866.0,393.9,,,,,,,,
,,866.0,383.9,,,,,,,,
,,866.0,373.9,,,,,,,,
,,866.0,363.9,,,,,,,,
,,866.0,353.9,,,,,,,,
,,866.0,343.9,,,,,,,,
,,866.0,333.9,,,,,,,,
,,866.0,323.9,,,,,,,,
,,866.0,313.9,,,,,,,,
,,866.0,303.9,,,,,,,,
,,866.0,293.9,,,,,,,,
,,866.0,283.9,,,,,,,,
,,866.0,273.9,,,,,,,,
,,866.0,263.9,,,,,,,,
,,866.0,253.9,,,,,,,,
,,866.0,243.9,,,,,,,,
,,866.0,233.9,,,,,,,,
,,866.0,223.9,,,,,,,,
,,866.0,213.9,,,,,,,,
,,866.0,203.9,,,,,,,,
,,866.0,193.9,,,,,,,,
,,866.0,183.9,,,,,,,,
,,866.0,173.9,,,,,,,,
,,866.0,163.9,,,,,,,,
,,866.0,153.9,,,,,,,,
,,866.0,143.9,,,,,,,,
,,866.0,134.3683,,,,,,,,
,,873.1922,139.8677,,,,,,,,
,,879.4521,144.3653,,,,,,,,
,,892.2923,154.1295,,,,,,,,
,,905.571,164.5908,,,,,,,,
,,920.2698,174.1945,,,,,,,,
,,935.0929,184.0435,,,,,,,,
,,950.2041,193.09,,,,,,,,
,,963.3844,200.2038,,,,,,,,
,,977.4836,208.4153,,,,,,,,
,,993.6003,216.0149,,,,,,,,
,,1003.0493,219.6595,,,,,,,,
,,1011.429,223.0884,,,,,,,,
,,1020.488,227.1229,,,,,,,,
,,1030.5079,231.5374,,,,,,,,
,,1038.0799,234.3457,,,,,,,,
,,1048.6474,239.1324,,,,,,,,
,,1051.5819,240.0672,,,,,,,,
,,1053.0018,234.7707,,,,,,,,
,,1054.6799,220.8961,,,,,,,,
,,1056.2655,207.7422,,,,,,,,
,,1057.0173,196.8145,,,,,,,,
,,1057.7044,186.8374,,,,,,,,
,,1058.3903,176.8572,,,,,,,,
,,1059.0768,166.8812,,,,,,,,
,,1059.9625,154.0167,,,,,,,,
,,1057.6034,142.2727,,,,,,,,
,,1055.5839,132.385,,,,,,,,
,,1053.3162,121.8773,,,,,,,,
,,1050.727,110.4782,,,,,,,,
,,1048.2598,100.3281,,,,,,,,
,,1045.0277,86.9986,,,,,,,,
,,1038.3996,69.719,,,,,,,,
,,1032.7816,55.196,,,,,,,,
,,1027.5174,44.6188,,,,,,,,
,,1022.4915,34.5188,,,,,,,,
,,1014.3232,20.742,,,,,,,,
,,1008.0806,11.4478,,,,,,,,
,,1000.0,0.0,,,,,,,,
