Model x (A),Model y (A),Evap x (A),Evap y (A),Time (sec),Theta (deg),Phi (deg),Model Resolution (A),Evaporation Rate (A/sec),Evaporation Time (sec),Grid space (A),Raycast Length (A)
0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,100.0,2.5,5000.0
3.5035035035035,2.20113839262276,-1.4011,14.8931,0.1,2.8255733788191,0.0,,,,,
7.00700700700701,4.40121020223817,-2.8023,29.7862,0.2,5.63999551039369,0.0,,,,,
10.5105105105105,6.59914936266205,-2.3305,41.4011,0.3,8.43215915635761,0.0,,,,,
14.014014014014,8.79389084110613,0.5024,55.1059,0.4,11.1910449224185,0.0,,,,,
17.5175175175175,10.98437115425,7.3088,69.9455,0.5,13.9057647468726,0.0,,,,,
21.021021021021,13.1695288835624,18.9514,82.8619,0.6,16.5656048708105,0.0,,,,,
24.5245245245245,15.3483051896216,25.3721,86.8624,0.7,19.1600681204283,0.0,,,,,
28.028028028028,17.5196443251869,28.8901,89.0535,0.8,21.6789153345772,0.0,,,,,
31.5315315315315,19.6824941467705,32.4283,91.2511,0.9,24.1122057740548,0.0,,,,,
35.035035035035,21.8358066244645,35.9642,93.432,1.0,26.450336353161305,0.0,,,,,
38.5385385385385,23.9785383497736,39.5049,95.6005,1.1,28.684079538691005,0.0,,,,,
42.042042042042,26.1096510412088,43.0369,97.7601,1.2,30.804619766790996,0.0,,,,,
45.5455455455456,28.2281120473972,46.5757,99.9141,1.3,32.8035882339635,0.0,,,,,
49.0490490490491,30.3328948474627,50.1251,102.0665,1.4,34.6730959249105,0.0,,,,,
52.5525525525526,32.4229795484371,53.6709,104.1932,1.5,36.4057647468726,0.0,,,,,
56.0560560560561,34.497353379459,57.2228,106.3098,1.6,37.994756647590705,0.0,,,,,
59.5595595595596,36.5550111825219,60.7782,108.4191,1.7,39.4338006019739,0.0,,,,,
63.0630630630631,38.5949558995329,64.3263,110.4939,1.8,40.7172173609709,0.0,,,,,
66.5665665665666,40.6161990554472,67.8807,112.5738,1.9,41.8399418649713,0.0,,,,,
70.0700700700701,42.6177612372435,71.4402,114.6236,2.0,42.7975432332819,0.0,,,,,
73.5735735735736,44.5986725685076,74.9921,116.6553,2.1,43.5862422507884,0.0,,,,,
77.0770770770771,46.5579731793957,78.5565,118.6664,2.2,44.202926282791,0.0,,,,,
80.5805805805806,48.4947136717488,82.1166,120.6595,2.3,44.6451615591515,0.0,,,,,
84.0840840840841,50.4079555791325,85.6744,122.626,2.4,44.9112027792722,0.0,,,,,
87.5875875875876,52.2967718215802,89.2329,124.5723,2.5,45.0,0.0,,,,,
91.0910910910911,54.160247154819,92.793,126.4917,2.6,44.9112027792722,0.0,,,,,
94.5945945945946,55.9974786137595,96.3523,128.3778,2.7,44.6451615591515,0.0,,,,,
98.0980980980981,57.8075759500371,99.9021,130.2425,2.8,44.202926282791,0.0,,,,,
101.601601601602,59.5896620633898,103.4599,132.0874,2.9,43.5862422507884,0.0,,,,,
105.105105105105,61.3428734266662,107.0163,133.8938,3.0,42.7975432332819,0.0,,,,,
108.608608608609,63.0663605042557,110.5646,135.6675,3.1,41.8399418649713,0.0,,,,,
112.112112112112,64.7592881637394,114.1121,137.4129,3.2,40.7172173609709,0.0,,,,,
115.615615615616,66.4208360805614,117.6606,139.1255,3.3,39.4338006019738,0.0,,,,,
119.119119119119,68.0501991355253,121.1958,140.7994,3.4,37.994756647590705,0.0,,,,,
122.622622622623,69.6465878049222,124.7368,142.4458,3.5,36.4057647468726,0.0,,,,,
126.126126126126,71.2092285431025,128.2697,144.056,3.6,34.6730959249105,0.0,,,,,
129.62962962963,72.7373641573049,131.8015,145.6377,3.7,32.8035882339635,0.0,,,,,
133.133133133133,74.2302541745609,135.3129,147.1642,3.8,30.804619766790996,0.0,,,,,
136.636636636637,75.6871752004992,138.8241,148.6656,3.9,28.684079538691005,0.0,,,,,
140.14014014014,77.1074212698725,142.334,150.1246,4.0,26.450336353161305,0.0,,,,,
143.643643643644,78.4903041886405,145.8315,151.5428,4.1,24.1122057740548,0.0,,,,,
147.147147147147,79.8351538674406,149.3245,152.917,4.2,21.6789153345772,0.0,,,,,
150.650650650651,81.1413186462866,152.8035,154.2512,4.3,19.1600681204283,0.0,,,,,
154.154154154154,82.4081656103364,156.2799,155.5492,4.4,16.5656048708105,0.0,,,,,
157.657657657658,83.6350808965776,159.7457,156.8034,4.5,13.9057647468726,0.0,,,,,
161.161161161161,84.8214699912802,163.2018,158.0141,4.6,11.1910449224184,0.0,,,,,
164.664664664665,85.9667580180745,166.6427,159.1892,4.7,8.4321591563576,0.0,,,,,
168.168168168168,87.0703900165128,170.0709,160.3004,4.8,5.63999551039368,0.0,,,,,
171.671671671672,88.1318312109807,173.4909,161.3833,4.9,2.82557337881909,0.0,,,,,
175.175175175175,89.1505672698284,176.9039,162.4072,5.0,0.0,0.0,,,,,
178.678678678679,90.1261045545945,180.3111,163.4041,5.1,-2.82557337881914,0.0,,,,,
182.182182182182,91.0579703592036,183.6983,164.3446,5.2,-5.6399955103937,0.0,,,,,
185.685685685686,91.9457131390205,187.0655,165.2442,5.3,-8.43215915635762,0.0,,,,,
189.189189189189,92.7889027296509,190.4309,166.0897,5.4,-11.1910449224185,0.0,,,,,
192.692692692693,93.5871305553812,193.7918,166.9043,5.5,-13.9057647468726,0.0,,,,,
196.196196196196,94.3400098271581,197.1265,167.6654,5.6,-16.5656048708105,0.0,,,,,
199.6996996997,95.0471757300112,200.448,168.3781,5.7,-19.1600681204283,0.0,,,,,
203.203203203203,95.7082855998271,203.7563,169.043,5.8,-21.6789153345772,0.0,,,,,
206.706706706707,96.3230190893913,207.065,169.6613,5.9,-24.1122057740549,0.0,,,,,
210.21021021021,96.891078323615,210.3622,170.2377,6.0,-26.450336353161305,0.0,,,,,
213.713713713714,97.4121880438736,213.6601,170.775,6.1,-28.6840795386911,0.0,,,,,
217.217217217217,97.8860957413862,216.9278,171.2651,6.2,-30.804619766790996,0.0,,,,,
220.720720720721,98.3125717795704,220.1893,171.7062,6.3,-32.8035882339635,0.0,,,,,
224.224224224224,98.691409505316,223.4326,172.1,6.4,-34.6730959249105,0.0,,,,,
227.727727727728,99.0224253491199,226.6837,172.4462,6.5,-36.4057647468726,0.0,,,,,
231.231231231231,99.3054589140368,229.9399,172.7574,6.6,-37.994756647590705,0.0,,,,,
234.734734734735,99.5403730534013,233.1689,173.0232,6.7,-39.4338006019739,0.0,,,,,
238.238238238238,99.7270539372833,236.3917,173.2379,6.8,-40.7172173609709,0.0,,,,,
241.741741741742,99.8654111076456,239.6193,173.4123,6.9,-41.8399418649713,0.0,,,,,
245.245245245245,99.9553775221764,242.8295,173.5418,7.0,-42.7975432332819,0.0,,,,,
248.748748748749,99.9969095867747,246.0321,173.6215,7.1,-43.5862422507884,0.0,,,,,
252.252252252252,99.9899871766749,249.2562,173.6591,7.2,-44.202926282791,0.0,,,,,
255.755755755756,99.9346136461981,252.4657,173.6561,7.3,-44.6451615591515,0.0,,,,,
259.259259259259,99.8308158271268,255.6759,173.6045,7.4,-44.9112027792722,0.0,,,,,
262.762762762763,99.6786440157034,258.8899,173.5074,7.5,-45.0,0.0,,,,,
266.266266266266,99.4781719482585,262.1066,173.3679,7.6,-44.9112027792722,0.0,,,,,
269.76976976977,99.2294967654814,265.3322,173.1788,7.7,-44.6451615591515,0.0,,,,,
273.273273273273,98.9327389653494,268.5721,172.9504,7.8,-44.202926282791,0.0,,,,,
276.776776776777,98.5880423447396,271.7981,172.6818,7.9,-43.5862422507884,0.0,,,,,
280.28028028028,98.1955739297507,275.0275,172.3568,8.0,-42.7975432332819,0.0,,,,,
283.783783783784,97.7555238947686,278.2767,171.9951,8.1,-41.8399418649713,0.0,,,,,
287.287287287287,97.268105470316,281.5191,171.5878,8.2,-40.7172173609709,0.0,,,,,
290.790790790791,96.733554839729,284.7947,171.1244,8.3,-39.4338006019738,0.0,,,,,
294.294294294294,96.1521310247126,288.0704,170.6352,8.4,-37.994756647590705,0.0,,,,,
297.797797797798,95.5241157598287,291.3401,170.0894,8.5,-36.4057647468726,0.0,,,,,
301.301301301301,94.8498133559795,294.6368,169.5016,8.6,-34.6730959249105,0.0,,,,,
304.804804804805,94.1295505529503,297.9357,168.8663,8.7,-32.8035882339635,0.0,,,,,
308.308308308308,93.3636763610846,301.2469,168.1844,8.8,-30.804619766790996,0.0,,,,,
311.811811811812,92.5525618921678,304.5727,167.4557,8.9,-28.684079538691005,0.0,,,,,
315.315315315315,91.6966001796013,307.9084,166.6812,9.0,-26.450336353161305,0.0,,,,,
318.818818818819,90.7962059879546,311.2654,165.8668,9.1,-24.1122057740549,0.0,,,,,
322.322322322322,89.8518156119867,314.6211,165.0061,9.2,-21.6789153345771,0.0,,,,,
325.825825825826,88.8638866652356,317.9958,164.0957,9.3,-19.1600681204282,0.0,,,,,
